id,year,region,female,age,edu,married,child,norm_trad,wage,income,housework,reform_year,policy,target_mother,child_exp,savings,leisure,negotiate,satisfaction,self,ask
847,2019,5,1,30,14,1,0,2,998.0,1558689.0,127.0,2021,0,1,54402.0,46902.0,223.0,0,8,0,31492.0
848,2018,6,0,42,13,1,0,4,857.0,1549205.0,71.0,2021,0,1,40652.0,51371.0,228.0,0,7,0,29437.0
849,2023,8,1,55,12,0,0,5,973.0,2636684.0,173.0,2021,1,1,150350.0,86714.0,196.0,0,6,1,31611.0
850,2022,7,1,39,11,0,0,5,850.0,1601685.0,210.0,2021,1,1,95111.0,53500.0,186.0,0,4,0,27665.0
851,2024,2,0,38,14,1,1,3,1393.0,2541546.0,111.0,2021,1,1,112350.0,25429.0,233.0,0,5,0,43376.0
852,2023,4,1,57,13,1,0,4,1071.0,1263486.0,161.0,2021,1,1,41625.0,40623.0,236.0,0,6,0,23879.0
853,2024,4,1,41,12,0,0,4,733.0,800000.0,158.0,2021,1,1,81622.0,0.0,209.0,0,5,0,13776.0
854,2019,10,0,56,17,1,0,3,1559.0,2787968.0,57.0,2021,0,0,116621.0,82039.0,242.0,0,5,1,36348.0
855,2020,8,1,49,14,1,0,3,1167.0,2033756.0,124.0,2021,0,0,116442.0,83430.0,222.0,0,6,1,25516.0
856,2023,4,1,40,17,0,0,1,1358.0,2332375.0,55.0,2021,1,0,97129.0,31336.0,250.0,1,6,0,46136.0
857,2019,8,0,49,13,0,0,4,1162.0,955508.0,82.0,2021,0,1,56231.0,16338.0,224.0,0,6,1,21640.0
858,2018,8,1,48,15,0,1,3,1458.0,2758559.0,159.0,2021,0,0,132055.0,41759.0,164.0,1,4,1,30507.0
859,2022,4,1,55,14,0,1,3,1059.0,2600065.0,170.0,2021,1,0,105399.0,48015.0,194.0,0,7,1,28221.0
860,2023,5,1,38,10,1,0,5,1031.0,2917221.0,177.0,2021,1,1,117499.0,85918.0,208.0,1,6,1,20111.0
861,2024,9,0,44,17,0,1,1,1270.0,1518777.0,91.0,2021,1,1,65550.0,27628.0,220.0,0,7,1,33271.0
862,2024,6,1,43,14,1,0,5,1173.0,1960704.0,213.0,2021,1,0,92977.0,72070.0,225.0,0,6,1,27881.0
863,2018,2,1,52,16,1,1,3,1702.0,3066483.0,164.0,2021,0,0,154358.0,90768.0,187.0,0,5,0,44895.0
864,2023,8,1,33,12,0,0,4,773.0,1464261.0,137.0,2021,1,0,88003.0,65524.0,219.0,0,5,1,29144.0
865,2023,6,1,55,14,0,0,3,1344.0,1809314.0,131.0,2021,1,0,91990.0,23586.0,272.0,1,8,0,32637.0
866,2022,6,0,49,12,0,0,1,1074.0,2774332.0,43.0,2021,1,0,110896.0,98977.0,249.0,1,6,1,21445.0
867,2023,8,1,30,17,1,0,2,1050.0,2161761.0,119.0,2021,1,0,131461.0,93989.0,209.0,1,6,1,39107.0
868,2023,10,0,57,15,0,0,4,1262.0,2210027.0,56.0,2021,1,1,118659.0,91359.0,235.0,0,5,0,26354.0
869,2021,4,1,69,15,0,0,5,1539.0,3566557.0,197.0,2021,1,1,178543.0,79859.0,219.0,0,3,1,41333.0
870,2018,5,1,55,17,0,0,3,1629.0,2924176.0,159.0,2021,0,0,148628.0,53943.0,181.0,1,4,1,43155.0
871,2021,2,0,60,17,0,1,1,1557.0,3182752.0,58.0,2021,1,1,150256.0,49002.0,201.0,0,6,0,47106.0
872,2019,7,1,45,16,1,1,1,1216.0,2243401.0,129.0,2021,0,1,121216.0,26629.0,210.0,1,6,1,35072.0
873,2018,5,1,26,11,0,0,5,845.0,835749.0,167.0,2021,0,1,58615.0,28972.0,197.0,0,5,1,6175.0
874,2018,4,0,24,12,0,0,1,874.0,1268019.0,93.0,2021,0,1,30652.0,56013.0,225.0,0,7,0,19105.0
875,2022,7,1,47,12,0,0,5,1358.0,3537888.0,185.0,2021,1,1,114652.0,111502.0,215.0,0,6,1,27021.0
876,2021,5,0,37,16,0,0,1,1457.0,2939110.0,34.0,2021,1,0,87386.0,61100.0,235.0,1,5,0,31916.0
877,2021,5,0,34,14,0,0,2,1226.0,2344067.0,51.0,2021,1,1,103340.0,59030.0,216.0,0,6,1,28368.0
878,2023,5,1,43,11,1,0,4,1125.0,1786813.0,156.0,2021,1,0,66206.0,51944.0,190.0,0,5,1,25927.0
879,2021,3,1,51,14,1,0,2,1010.0,2523625.0,114.0,2021,1,1,76435.0,54996.0,241.0,1,5,1,24880.0
880,2022,2,1,28,11,0,0,5,1117.0,1331753.0,192.0,2021,1,0,62345.0,54822.0,197.0,0,5,0,18056.0
881,2018,9,1,39,14,0,0,3,700.0,800000.0,117.0,2021,0,0,35610.0,35983.0,207.0,0,5,1,27514.0
882,2023,1,1,61,10,0,0,5,761.0,1090356.0,203.0,2021,1,0,79718.0,36927.0,168.0,0,4,0,23699.0
883,2021,4,0,32,15,1,0,2,1442.0,3822845.0,0.0,2021,1,1,208124.0,97340.0,255.0,0,7,0,33126.0
884,2019,7,1,54,15,1,0,4,1498.0,3895347.0,210.0,2021,0,1,157748.0,103447.0,207.0,0,7,0,38848.0
885,2023,2,0,39,18,0,1,5,1563.0,2767782.0,111.0,2021,1,0,109457.0,75675.0,181.0,0,7,1,39000.0
886,2023,7,1,50,16,0,0,3,1111.0,1662700.0,156.0,2021,1,0,86363.0,26807.0,193.0,0,5,0,40498.0
887,2018,8,1,56,13,1,0,5,1146.0,1492619.0,149.0,2021,0,1,62474.0,61572.0,186.0,0,5,0,28967.0
888,2019,7,1,52,16,0,0,2,1171.0,2146815.0,94.0,2021,0,0,84135.0,60554.0,220.0,0,4,1,37854.0
889,2018,4,0,54,11,1,1,5,1017.0,2341606.0,126.0,2021,0,1,88416.0,43271.0,197.0,0,7,0,14328.0
890,2019,1,1,31,12,0,0,4,981.0,2160578.0,270.0,2021,0,1,74015.0,60365.0,204.0,0,6,1,24765.0
891,2018,9,1,56,15,1,0,1,1076.0,2642154.0,118.0,2021,0,0,103031.0,72422.0,223.0,0,7,0,29773.0
892,2022,4,0,35,9,1,0,4,700.0,1411289.0,79.0,2021,1,1,88498.0,65025.0,231.0,0,3,0,14846.0
893,2021,9,0,47,14,1,1,3,946.0,2410814.0,88.0,2021,1,1,134154.0,32201.0,220.0,1,6,1,34411.0
894,2024,2,1,47,12,0,1,2,1132.0,1867281.0,123.0,2021,1,0,145994.0,72495.0,204.0,0,5,1,30055.0
895,2023,2,0,49,14,0,0,4,1106.0,2259321.0,78.0,2021,1,0,107935.0,58696.0,222.0,0,7,0,18021.0
896,2022,8,1,48,12,0,0,4,863.0,1299784.0,138.0,2021,1,0,68100.0,26860.0,253.0,0,5,0,28923.0
897,2021,10,1,35,15,0,1,2,807.0,1862329.0,114.0,2021,1,1,99526.0,31438.0,195.0,0,5,0,32435.0
898,2018,9,1,29,14,0,0,3,1228.0,2399651.0,108.0,2021,0,0,68051.0,37963.0,226.0,0,6,1,23142.0
899,2018,8,1,54,17,1,0,3,1742.0,3420002.0,164.0,2021,0,1,115453.0,42100.0,213.0,0,5,0,35008.0
900,2022,3,1,46,14,0,1,3,855.0,2116270.0,169.0,2021,1,1,93573.0,63228.0,182.0,0,4,0,18007.0
901,2018,10,0,57,12,1,0,4,1135.0,1507800.0,56.0,2021,0,1,0.0,85736.0,268.0,0,6,0,25925.0
902,2018,7,1,44,13,0,0,2,822.0,947142.0,114.0,2021,0,0,22934.0,0.0,209.0,0,7,1,21755.0
903,2019,2,0,29,11,0,0,5,1026.0,1711770.0,33.0,2021,0,1,109967.0,25326.0,263.0,1,7,0,30442.0
904,2024,2,0,55,15,0,0,1,1883.0,2667768.0,12.0,2021,1,0,119587.0,82890.0,259.0,0,8,1,39646.0
905,2021,9,0,40,15,1,1,2,1134.0,2267768.0,51.0,2021,1,1,111959.0,51351.0,235.0,0,6,0,25181.0
906,2022,3,0,48,19,1,0,2,1546.0,2845485.0,2.0,2021,1,1,133554.0,88267.0,255.0,0,8,1,40893.0
907,2020,8,0,37,13,1,0,5,900.0,2524842.0,48.0,2021,0,0,49534.0,60259.0,237.0,0,4,0,25276.0
908,2019,2,0,62,13,1,1,1,1646.0,3464067.0,32.0,2021,0,0,161295.0,62508.0,237.0,0,9,1,27651.0
909,2020,3,1,34,13,0,0,4,700.0,1774715.0,180.0,2021,0,1,104052.0,42526.0,203.0,0,8,1,10863.0
910,2018,3,1,40,14,0,1,4,930.0,2004837.0,213.0,2021,0,1,95141.0,0.0,146.0,1,5,1,27649.0
911,2023,3,1,45,15,0,0,4,1112.0,1733766.0,134.0,2021,1,0,28382.0,21519.0,237.0,0,6,0,33398.0
912,2019,7,0,32,14,1,0,5,1024.0,2160058.0,54.0,2021,0,0,75254.0,76063.0,254.0,0,6,0,32581.0
913,2020,10,1,48,16,0,0,5,1371.0,2832513.0,238.0,2021,0,1,141120.0,94872.0,175.0,0,5,0,29541.0
914,2024,10,0,62,13,0,0,3,1416.0,3145501.0,20.0,2021,1,0,128558.0,106846.0,245.0,1,6,0,32986.0
915,2022,8,1,39,16,0,1,3,928.0,1784245.0,181.0,2021,1,1,63991.0,51384.0,178.0,1,5,1,18628.0
916,2021,3,0,48,15,0,0,1,1655.0,2155245.0,32.0,2021,1,1,158624.0,6471.0,261.0,0,7,1,29831.0
917,2021,10,1,20,14,1,0,2,700.0,800000.0,141.0,2021,1,0,13655.0,20530.0,192.0,1,5,1,23002.0
918,2023,6,1,44,13,0,0,2,1131.0,1872594.0,121.0,2021,1,1,83468.0,78594.0,224.0,1,8,1,27484.0
919,2019,6,1,41,19,0,0,2,1388.0,1329449.0,103.0,2021,0,1,35596.0,74296.0,236.0,1,5,0,29707.0
920,2022,8,1,35,12,0,1,1,747.0,2422152.0,120.0,2021,1,1,100875.0,84421.0,151.0,0,3,1,15125.0
921,2024,8,1,56,15,0,1,4,1130.0,2512467.0,198.0,2021,1,1,113633.0,51052.0,169.0,0,7,0,28708.0
922,2022,10,1,40,12,0,1,1,841.0,1375966.0,116.0,2021,1,1,106063.0,4775.0,207.0,0,4,0,31961.0
923,2021,6,1,42,18,0,1,3,1325.0,2010176.0,137.0,2021,1,1,139619.0,45310.0,198.0,1,5,0,32171.0
924,2019,7,1,40,16,0,1,1,1046.0,2576860.0,149.0,2021,0,0,113536.0,57863.0,197.0,1,6,1,30103.0
925,2019,8,1,23,13,1,0,1,804.0,1140381.0,115.0,2021,0,0,29660.0,69250.0,214.0,0,6,0,28512.0
926,2024,3,1,32,15,1,0,5,903.0,1366287.0,166.0,2021,1,1,78786.0,50837.0,193.0,0,3,0,26532.0
927,2021,4,1,55,15,0,0,4,1033.0,1476427.0,158.0,2021,1,0,76374.0,41896.0,172.0,0,4,0,31538.0
928,2020,7,1,21,13,0,0,5,710.0,1335044.0,186.0,2021,0,1,62736.0,40318.0,215.0,0,3,0,15630.0
929,2020,1,1,36,16,0,0,5,966.0,2049199.0,163.0,2021,0,1,88615.0,61781.0,216.0,0,6,1,22125.0
930,2022,4,1,40,15,0,0,1,1086.0,2551136.0,41.0,2021,1,1,110476.0,76804.0,267.0,0,8,0,40866.0
931,2021,8,1,63,14,0,0,5,1244.0,2761686.0,175.0,2021,1,1,118113.0,51294.0,186.0,0,4,0,39269.0
932,2022,10,0,52,14,1,0,1,1241.0,2484187.0,20.0,2021,1,1,106405.0,39416.0,267.0,1,8,0,36468.0
933,2019,6,0,38,15,0,0,4,1519.0,3244461.0,17.0,2021,0,1,150312.0,107042.0,227.0,1,7,0,41992.0
934,2022,4,0,58,15,0,0,2,1012.0,1486100.0,41.0,2021,1,0,124725.0,6619.0,230.0,0,5,0,19365.0
935,2021,5,1,36,14,0,0,1,1193.0,1236967.0,117.0,2021,1,0,64785.0,72770.0,221.0,0,3,1,22638.0
936,2024,7,0,55,13,0,0,4,1202.0,1828034.0,74.0,2021,1,0,75817.0,7526.0,246.0,0,4,1,26953.0
937,2019,6,1,29,18,0,0,4,1356.0,2037670.0,163.0,2021,0,0,87715.0,39893.0,233.0,1,5,0,51254.0
938,2019,1,0,56,12,0,0,5,1242.0,1919606.0,15.0,2021,0,0,60738.0,71773.0,250.0,1,8,0,27141.0
939,2021,6,0,40,15,0,0,3,1145.0,1581313.0,63.0,2021,1,1,93470.0,44634.0,222.0,0,5,0,36119.0
940,2021,5,0,33,13,0,1,3,1182.0,2077045.0,79.0,2021,1,1,120726.0,19578.0,191.0,0,4,1,30890.0
941,2022,8,0,42,18,1,1,4,1366.0,3198809.0,94.0,2021,1,1,138447.0,80358.0,190.0,0,6,0,39597.0
942,2020,9,1,47,12,0,0,4,991.0,2641429.0,214.0,2021,0,0,125002.0,66303.0,225.0,0,4,0,25769.0
943,2024,10,0,39,12,0,1,4,700.0,800000.0,62.0,2021,1,0,58475.0,18247.0,227.0,0,6,0,16400.0
944,2021,7,0,50,12,1,0,4,1231.0,1821933.0,0.0,2021,1,1,58516.0,35712.0,280.0,0,5,1,11703.0
945,2018,4,1,38,15,0,1,4,1145.0,1845277.0,170.0,2021,0,1,101375.0,42144.0,171.0,0,4,1,34941.0
946,2018,5,0,51,11,0,0,1,1011.0,2202671.0,41.0,2021,0,0,98018.0,43251.0,246.0,1,6,0,21811.0
947,2024,2,1,49,13,0,1,3,1180.0,2201526.0,171.0,2021,1,1,138064.0,103590.0,188.0,0,7,0,18397.0
948,2018,10,0,43,9,0,0,1,737.0,964545.0,0.0,2021,0,1,69548.0,26011.0,251.0,0,8,1,21998.0
949,2024,9,0,39,15,1,1,4,1446.0,3391167.0,48.0,2021,1,1,152960.0,66601.0,213.0,0,5,0,37173.0
950,2019,9,1,46,13,1,1,5,1536.0,3672995.0,213.0,2021,0,0,144753.0,67544.0,148.0,0,4,1,32767.0
951,2018,4,0,50,11,1,1,3,1261.0,2690420.0,44.0,2021,0,1,122208.0,98901.0,212.0,1,6,1,33704.0
952,2020,4,1,67,16,1,0,4,1302.0,2185490.0,179.0,2021,0,1,95575.0,19650.0,198.0,0,7,1,24506.0
953,2022,9,0,54,11,0,0,5,1096.0,2107940.0,51.0,2021,1,1,104872.0,63066.0,227.0,0,3,1,20110.0
954,2020,6,0,55,16,0,0,1,1466.0,2522166.0,13.0,2021,0,0,110811.0,57179.0,261.0,1,6,0,34148.0
955,2023,8,0,69,12,0,0,3,1015.0,1706493.0,26.0,2021,1,1,76458.0,15815.0,256.0,0,5,1,30680.0
956,2022,5,0,50,18,1,0,4,1426.0,2560600.0,60.0,2021,1,1,133541.0,46192.0,236.0,1,4,0,25444.0
957,2020,5,1,49,16,1,1,1,1335.0,3295492.0,119.0,2021,0,1,131485.0,78883.0,178.0,0,4,1,32919.0
958,2022,7,1,52,12,1,0,2,1109.0,2371140.0,119.0,2021,1,0,161975.0,46906.0,230.0,0,5,1,30083.0
959,2024,9,1,33,12,0,0,5,700.0,1777850.0,197.0,2021,1,0,93302.0,53267.0,182.0,1,5,1,23945.0
960,2020,4,1,39,15,1,1,5,1026.0,2944963.0,220.0,2021,0,1,102887.0,102941.0,159.0,0,6,1,29711.0
961,2019,9,1,38,13,0,0,4,1009.0,2045690.0,140.0,2021,0,1,86230.0,56667.0,231.0,0,6,0,33668.0
962,2020,3,1,51,14,0,0,5,1083.0,1696161.0,174.0,2021,0,0,88683.0,13946.0,177.0,0,6,0,12147.0
963,2023,5,1,42,17,0,1,3,1640.0,3652163.0,160.0,2021,1,1,156091.0,60414.0,218.0,0,6,0,48681.0
964,2019,10,1,46,12,1,1,4,700.0,1922832.0,248.0,2021,0,1,57921.0,38178.0,147.0,1,3,0,24982.0
965,2024,10,0,56,14,1,1,3,1667.0,4732284.0,41.0,2021,1,0,169653.0,93897.0,228.0,0,7,0,43678.0
966,2022,10,1,53,16,0,1,3,968.0,2077451.0,160.0,2021,1,1,123263.0,50893.0,165.0,0,6,0,24032.0
967,2022,4,0,42,16,0,1,2,1028.0,2379244.0,69.0,2021,1,1,81408.0,61459.0,231.0,1,7,0,21157.0
968,2020,9,1,37,14,1,0,5,970.0,2141212.0,184.0,2021,0,1,48709.0,92896.0,193.0,0,5,0,38218.0
969,2024,10,1,56,13,0,1,5,819.0,1604651.0,249.0,2021,1,0,99584.0,38011.0,141.0,1,3,1,15431.0
970,2018,10,1,53,10,0,0,5,758.0,1235004.0,184.0,2021,0,0,47661.0,11352.0,185.0,1,5,1,14915.0
971,2020,1,1,26,12,0,0,2,780.0,1551122.0,108.0,2021,0,1,51895.0,68406.0,217.0,0,6,0,28165.0
972,2020,8,1,41,15,1,0,1,1079.0,2452788.0,108.0,2021,0,0,88479.0,88842.0,230.0,0,7,0,36827.0
973,2021,10,1,46,14,1,0,5,892.0,2432794.0,237.0,2021,1,0,60377.0,72270.0,190.0,0,4,1,29390.0
974,2021,8,1,53,14,1,1,4,1184.0,2715625.0,231.0,2021,1,0,137158.0,61392.0,163.0,0,4,0,31580.0
975,2019,3,1,54,16,1,1,4,1197.0,2353155.0,193.0,2021,0,1,90197.0,66759.0,155.0,1,6,1,22644.0
976,2019,8,0,47,11,0,1,2,1169.0,2120773.0,66.0,2021,0,1,93833.0,43772.0,198.0,0,5,0,31330.0
977,2018,2,1,50,13,1,0,4,1195.0,1739532.0,167.0,2021,0,0,79553.0,1565.0,193.0,1,4,0,33485.0
978,2022,5,0,45,14,0,0,1,1129.0,2862807.0,33.0,2021,1,1,117783.0,82653.0,257.0,1,8,1,18400.0
979,2020,7,1,37,12,0,0,4,700.0,989413.0,145.0,2021,0,1,27013.0,51418.0,221.0,0,3,0,31512.0
980,2021,5,0,41,17,1,1,5,1488.0,3592120.0,114.0,2021,1,1,112988.0,110546.0,209.0,1,8,0,22558.0
981,2022,7,0,44,16,1,0,5,1147.0,2452875.0,66.0,2021,1,0,107036.0,45981.0,237.0,0,5,0,39076.0
982,2022,3,0,44,15,0,1,4,1011.0,2151666.0,82.0,2021,1,1,114283.0,55009.0,213.0,0,7,0,26505.0
983,2021,7,0,23,18,0,0,1,1504.0,2648476.0,0.0,2021,1,1,103762.0,71421.0,257.0,0,6,0,43073.0
984,2022,7,1,40,11,0,1,4,700.0,1046101.0,198.0,2021,1,1,47679.0,28800.0,134.0,0,4,1,21061.0
985,2022,7,0,45,14,1,1,5,1475.0,2600732.0,44.0,2021,1,1,128345.0,61541.0,216.0,1,6,0,33527.0
986,2022,3,1,41,15,1,0,1,1125.0,3139233.0,73.0,2021,1,1,145885.0,82102.0,238.0,0,7,1,31557.0
987,2022,4,0,41,12,1,1,3,1060.0,2394981.0,61.0,2021,1,1,123268.0,59558.0,195.0,0,5,1,25681.0
988,2020,3,0,49,15,0,0,5,1098.0,2539034.0,68.0,2021,0,1,139818.0,79076.0,226.0,0,5,1,34464.0
989,2019,5,1,32,12,0,0,4,1062.0,2604053.0,213.0,2021,0,0,118761.0,90927.0,188.0,0,7,1,35932.0
990,2023,6,0,26,16,0,1,5,1171.0,2082377.0,105.0,2021,1,1,107201.0,32008.0,178.0,1,5,0,25063.0
991,2020,4,1,40,16,0,0,1,1118.0,2224153.0,124.0,2021,0,0,111302.0,52692.0,204.0,0,5,0,14651.0
992,2021,5,0,52,15,1,0,1,1461.0,2902305.0,45.0,2021,1,0,119797.0,61749.0,272.0,0,5,0,32316.0
993,2019,3,0,63,10,0,1,5,700.0,861393.0,119.0,2021,0,1,59279.0,10783.0,165.0,0,7,1,17296.0
994,2021,3,1,53,12,1,1,1,700.0,1597260.0,164.0,2021,1,1,130313.0,8893.0,184.0,0,4,0,22535.0
995,2021,7,0,28,15,0,0,2,998.0,2090153.0,19.0,2021,1,0,67704.0,55336.0,232.0,0,8,0,24621.0
996,2022,9,0,41,14,0,1,3,1207.0,2103085.0,55.0,2021,1,1,111191.0,59607.0,202.0,0,6,1,35305.0
997,2021,3,1,47,9,0,0,5,700.0,1097578.0,209.0,2021,1,1,87158.0,30539.0,183.0,0,5,0,10512.0
998,2020,9,1,46,17,1,0,4,1463.0,2796717.0,166.0,2021,0,0,115610.0,67737.0,184.0,0,6,1,35535.0
999,2024,6,1,50,14,0,0,4,850.0,2585765.0,172.0,2021,1,1,100275.0,72921.0,210.0,0,8,0,30731.0
1000,2021,2,0,34,12,0,0,2,1295.0,1413976.0,31.0,2021,1,0,23835.0,72324.0,273.0,0,3,1,30449.0
1001,2023,4,1,45,16,1,0,5,1251.0,2752622.0,177.0,2021,1,1,58583.0,64318.0,223.0,0,6,0,35633.0
1002,2023,1,0,49,13,1,0,5,981.0,1889130.0,102.0,2021,1,1,137024.0,25007.0,243.0,1,5,0,33306.0
1003,2021,1,0,53,12,0,0,5,1164.0,1774873.0,34.0,2021,1,0,81833.0,46508.0,223.0,0,5,0,28561.0
1004,2024,4,1,35,15,1,1,3,1120.0,2307062.0,187.0,2021,1,1,103145.0,100080.0,175.0,0,5,1,25521.0
1005,2018,5,1,40,18,1,1,1,1340.0,3175688.0,131.0,2021,0,1,152886.0,43974.0,198.0,0,5,1,37518.0
1006,2024,8,0,20,18,1,0,1,1376.0,3089062.0,0.0,2021,1,1,108425.0,89084.0,276.0,0,7,0,41162.0
1007,2023,2,0,37,15,1,0,2,1427.0,2911609.0,16.0,2021,1,1,117626.0,96706.0,286.0,0,7,1,38808.0
1008,2021,9,1,38,15,0,0,2,1039.0,2416571.0,97.0,2021,1,0,78056.0,8290.0,245.0,0,4,1,17116.0
1009,2023,3,1,33,16,0,1,3,1054.0,2711616.0,184.0,2021,1,1,96575.0,69257.0,187.0,1,6,0,30839.0
1010,2021,2,1,46,11,1,0,5,809.0,2114388.0,183.0,2021,1,0,33379.0,74063.0,253.0,0,6,0,15898.0
1011,2019,7,0,43,15,0,1,5,1303.0,2252304.0,89.0,2021,0,1,66889.0,45165.0,206.0,0,5,0,36596.0
1012,2023,8,1,20,12,0,0,2,700.0,1507221.0,78.0,2021,1,1,102285.0,27923.0,227.0,0,8,1,24760.0
1013,2019,7,0,46,15,1,0,1,1124.0,2522800.0,87.0,2021,0,1,78626.0,49461.0,233.0,0,7,1,28794.0
1014,2020,2,1,34,13,1,0,5,1089.0,1802384.0,194.0,2021,0,1,86456.0,40819.0,176.0,0,6,0,23114.0
1015,2021,2,0,49,15,0,0,3,1654.0,2192481.0,57.0,2021,1,0,112653.0,50204.0,241.0,0,7,1,39322.0
1016,2023,4,1,30,14,0,1,1,1055.0,1067612.0,104.0,2021,1,0,72781.0,16555.0,168.0,1,5,1,26151.0
1017,2020,5,1,44,9,0,0,5,700.0,1294928.0,176.0,2021,0,1,47858.0,30320.0,189.0,0,6,1,23559.0
1018,2021,10,0,41,14,1,0,5,1050.0,2289020.0,109.0,2021,1,1,102441.0,84978.0,220.0,0,7,0,40138.0
1019,2018,3,0,47,15,1,0,1,1386.0,2153909.0,0.0,2021,0,0,79971.0,28361.0,277.0,1,7,1,39064.0
1020,2018,2,1,45,15,1,1,1,926.0,2619816.0,125.0,2021,0,1,154791.0,19917.0,211.0,1,5,0,32056.0
1021,2018,10,1,41,14,0,1,3,1157.0,2338709.0,140.0,2021,0,1,156768.0,79323.0,169.0,0,5,1,37723.0
1022,2018,2,1,27,18,1,0,4,1153.0,3000126.0,156.0,2021,0,1,151250.0,67778.0,243.0,0,7,1,32374.0
1023,2024,1,1,28,15,0,0,2,790.0,1607268.0,98.0,2021,1,1,26465.0,35604.0,228.0,0,6,0,25825.0
1024,2023,5,1,38,15,0,0,1,1108.0,1461233.0,63.0,2021,1,1,64217.0,38778.0,242.0,1,5,0,28428.0
1025,2023,5,0,44,16,0,0,4,1847.0,3553741.0,54.0,2021,1,1,143485.0,88679.0,212.0,0,6,0,35649.0
1026,2018,7,1,37,15,0,0,2,1415.0,2882055.0,50.0,2021,0,0,127448.0,58112.0,231.0,1,8,0,34912.0
1027,2018,9,0,51,12,1,0,5,1172.0,2085788.0,53.0,2021,0,0,39820.0,64846.0,260.0,0,5,1,30099.0
1028,2019,10,1,41,9,0,1,1,700.0,800000.0,116.0,2021,0,0,17414.0,830.0,197.0,1,4,1,8909.0
1029,2021,3,1,33,13,1,0,1,700.0,1560148.0,54.0,2021,1,0,104275.0,43063.0,253.0,0,4,1,19506.0
1030,2020,10,0,41,16,0,1,4,1341.0,2093378.0,121.0,2021,0,1,87290.0,0.0,197.0,1,4,1,35087.0
1031,2021,7,1,46,13,0,1,4,908.0,2374844.0,181.0,2021,1,1,82934.0,79286.0,146.0,0,6,0,30142.0
1032,2019,1,0,48,16,1,1,5,1238.0,2454812.0,85.0,2021,0,1,86327.0,51222.0,204.0,0,7,0,33624.0
1033,2023,10,1,65,14,0,0,3,1185.0,2995301.0,125.0,2021,1,0,126597.0,86648.0,242.0,0,6,1,28517.0
1034,2020,2,0,37,17,1,1,1,1525.0,2112921.0,57.0,2021,0,1,86389.0,58743.0,235.0,0,6,1,29419.0
1035,2018,6,0,43,13,1,0,5,1190.0,2459398.0,94.0,2021,0,0,102120.0,73284.0,225.0,0,6,0,24229.0
1036,2023,8,0,49,15,0,1,1,954.0,2611896.0,121.0,2021,1,1,108948.0,59067.0,221.0,0,4,0,29375.0
1037,2024,3,1,44,15,0,1,5,1127.0,1763448.0,241.0,2021,1,1,55116.0,49810.0,128.0,0,7,1,29533.0
1038,2018,3,1,38,17,0,1,5,1080.0,2044400.0,249.0,2021,0,1,135164.0,25740.0,130.0,0,6,1,29788.0
1039,2021,5,1,27,10,0,0,4,700.0,1058482.0,209.0,2021,1,0,59002.0,7404.0,220.0,1,5,1,11707.0
1040,2023,9,0,38,13,0,0,2,1101.0,1639916.0,43.0,2021,1,0,66053.0,43574.0,255.0,1,5,1,26391.0
1041,2022,3,1,32,16,1,1,1,921.0,2210111.0,157.0,2021,1,1,106320.0,41747.0,185.0,1,5,1,37081.0
1042,2023,7,1,25,17,1,1,2,1231.0,1998089.0,164.0,2021,1,1,148556.0,83822.0,187.0,1,4,0,38776.0
1043,2020,5,1,35,15,0,0,1,1145.0,2005516.0,92.0,2021,0,0,99981.0,60363.0,213.0,0,6,1,28075.0
1044,2020,2,1,32,13,1,0,1,1001.0,2309797.0,97.0,2021,0,1,124513.0,42433.0,231.0,0,6,0,22855.0
1045,2022,8,1,50,16,0,0,4,1163.0,1985853.0,120.0,2021,1,0,66913.0,45743.0,222.0,0,5,1,24350.0
1046,2019,9,1,51,16,1,0,4,1197.0,1904498.0,173.0,2021,0,0,77924.0,53016.0,200.0,0,3,1,29010.0
1047,2019,6,1,34,13,1,0,1,701.0,2026893.0,49.0,2021,0,1,95996.0,51042.0,222.0,1,8,1,23866.0
1048,2022,2,0,41,15,0,0,4,1475.0,3020128.0,12.0,2021,1,0,103953.0,79381.0,261.0,0,7,0,38343.0
1049,2022,2,1,24,17,0,0,3,1342.0,1895006.0,145.0,2021,1,1,82937.0,51411.0,200.0,0,6,0,38348.0
1050,2018,5,1,39,18,0,0,5,1337.0,1759546.0,164.0,2021,0,0,56994.0,16596.0,185.0,0,4,1,29949.0
1051,2021,6,0,48,16,0,1,4,1589.0,2564238.0,83.0,2021,1,1,136725.0,10965.0,229.0,1,4,1,33223.0
1052,2020,6,0,53,14,1,0,5,1248.0,2769037.0,64.0,2021,0,0,73881.0,59161.0,277.0,0,6,0,43762.0
1053,2021,3,1,36,14,0,0,4,917.0,1788386.0,171.0,2021,1,0,88893.0,60099.0,235.0,0,5,1,20431.0
1054,2024,6,0,56,15,1,1,5,1297.0,3159641.0,68.0,2021,1,1,155355.0,62221.0,223.0,0,7,0,25420.0
1055,2018,3,0,27,14,0,0,1,887.0,1433525.0,51.0,2021,0,1,60091.0,67875.0,237.0,1,7,0,18038.0
1056,2024,7,0,30,14,1,0,2,1053.0,1683033.0,35.0,2021,1,0,87144.0,45629.0,246.0,1,7,1,26411.0
1057,2021,8,0,52,12,0,1,3,1022.0,2479023.0,86.0,2021,1,1,114642.0,86439.0,212.0,0,7,0,32460.0
