idcode,age,married,never_1,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,ln_wage,hours,ttl_exp,tenure,collgrad_ttl_exp,race,un_union
485,35,1,0,17,1,1,SMSA,0,Professional Services,Managers/admin,0,3.623188,1.287354301,40,11.78846,0.0833333,11.78846,1,1
486,38,0,0,18,1,0,SMSA,0,Professional Services,Other,,11.07395,2.404595503,40,15.69231,6.75,15.69231,0,
487,36,0,0,12,0,0,nonSMSA,0,Personal Services,Laborers,,6.650957,1.894760754,22,12.57692,2.083333,0,0,
488,43,1,0,16,1,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,0,12.38325,2.516344753,25,8.01282,1,8.01282,1,1
492,39,1,0,12,0,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,0,7.246377,1.98050162,50,14.28846,3.916667,0,1,1
495,38,1,0,16,1,0,SMSA,0,Professional Services,Other,1,8.599029,2.15164929,45,13.66667,13.66667,13.66667,1,0
496,40,1,0,12,0,0,SMSA,0,Professional Services,Professional/technical,0,12.85024,2.553362488,40,18.48077,11.75,0,1,1
499,38,0,0,10,0,0,SMSA,1,Construction,Operatives,,4.105351,1.412291245,40,5.288462,0.3333333,0,1,
504,43,1,0,16,1,0,SMSA,0,Professional Services,Other,1,10.32206,2.334283353,60,15.05769,14.41667,15.05769,1,0
505,36,1,0,14,0,0,nonSMSA,0,Professional Services,Sales,1,6.030594,1.796845513,18,18.58333,18.58333,0,1,0
507,39,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,,38.70926,3.656078848,40,8.423077,5.833333,0,1,
510,35,1,0,12,0,0,nonSMSA,0,Public Administration,Sales,1,7.528179,2.01865318,40,9.166667,7.5,0,1,0
516,35,1,0,12,0,0,SMSA,0,Professional Services,Laborers,1,3.566825,1.271675844,40,13.40385,6.916667,0,1,0
518,43,1,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,0,6.811594,1.91862616,40,16.92949,16.91667,0,1,1
519,36,1,0,12,0,1,SMSA,1,Professional Services,Sales,1,6.344604,1.847604688,40,12.46154,5.666667,0,1,0
521,39,0,0,7,0,0,nonSMSA,0,Manufacturing,Operatives,0,5.90177,1.775252306,40,5.923077,1,0,1,1
522,41,1,0,14,0,0,SMSA,1,Professional Services,Managers/admin,0,5.450883,1.695777614,40,9.576923,6.916667,0,1,1
524,38,1,0,12,0,0,SMSA,1,Professional Services,Sales,1,5.289855,1.665790835,20,21.75,1,0,1,0
526,38,1,0,12,0,0,SMSA,1,Public Administration,Sales,,7.265882,1.983189694,35,10.07692,3.166667,0,1,
531,40,0,0,16,1,0,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,0,1.545893,0.435601737,50,11.82692,1.166667,11.82692,1,1
533,35,1,0,16,1,0,SMSA,0,Professional Services,Sales,1,5.611914,1.724891838,40,11.02564,3.833333,11.02564,1,0
538,45,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,3.553512,1.26793641,12,10.16026,0.5833333,0,1,
540,42,1,0,9,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,1,3.454104,1.239563089,35,7.730769,4.166667,0,1,0
541,38,0,0,13,0,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,0,22.52012,3.114409132,55,16.98077,13.41667,0,1,1
543,41,0,0,6,0,0,SMSA,0,Personal Services,Sales,1,4.428341,1.488025022,40,3.346154,1.25,0,1,0
548,38,1,0,12,0,0,SMSA,1,Professional Services,Sales,,4.777829,1.563986259,35,9.423077,1.583333,0,1,
549,43,0,0,12,0,0,SMSA,0,Construction,Sales,0,6.280193,1.837400712,30,17.01923,0.25,0,1,1
551,36,1,0,16,1,1,SMSA,0,Professional Services,Professional/technical,,9.661837,2.268183796,24,14.07692,3.083333,14.07692,1,
555,36,1,0,12,0,0,SMSA,0,Business/Repair Svc,Managers/admin,0,12.58454,2.532469076,40,16.36539,1.333333,0,1,1
558,42,0,0,12,0,0,SMSA,1,Professional Services,Professional/technical,,4.180602,1.430455255,40,6.416667,1.416667,0,0,
562,44,1,0,12,0,0,SMSA,1,Wholesale/Retail Trade,Sales,0,8.373587,2.125082347,37,8.121795,1.416667,0,0,1
570,36,0,1,16,1,0,SMSA,1,Manufacturing,Professional/technical,1,20.78905,3.034426406,35,11.46154,10.33333,11.46154,0,0
572,35,0,0,14,0,0,SMSA,1,Professional Services,Professional/technical,1,7.987117,2.077829869,38,7.967948,6.333333,0,1,0
576,36,0,1,11,0,0,SMSA,1,Personal Services,Laborers,0,2.520128,0.924309694,24,6.173077,3,0,1,1
584,42,0,0,12,0,0,SMSA,1,Public Administration,Sales,1,11.0628,2.403588129,35,14.44872,3.583333,0,1,0
585,43,0,0,12,0,0,SMSA,0,Professional Services,Sales,1,9.677936,2.269848655,40,17.12179,1.333333,0,1,0
588,45,1,0,16,1,0,SMSA,0,Professional Services,Other,1,8.904991,2.186611906,40,4.25,2.083333,4.25,1,0
595,40,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,4.21095,1.437688275,35,11.61539,1.583333,0,1,1
604,43,1,0,12,0,0,nonSMSA,0,Business/Repair Svc,Sales,0,4.180602,1.430455255,40,2.807692,0.8333333,0,1,1
606,42,1,0,16,1,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,,1.837627,0.608475065,35,17.19872,1.083333,17.19872,1,
608,45,1,0,16,1,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,8.691476,2.162342775,37,9.301282,1.833333,9.301282,1,
609,38,0,0,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,1,10.06441,2.309005438,40,9.557693,7.75,0,1,0
614,42,0,1,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,1,11.94847,2.480603237,35,20.34615,20.33333,0,1,0
617,42,1,0,17,1,0,SMSA,0,Professional Services,Other,1,19.91143,2.991293939,35,14.75,14.75,14.75,1,0
618,40,1,0,16,1,1,SMSA,0,Professional Services,Managers/admin,0,7.938803,2.071762508,40,4.75,2.416667,4.75,1,1
624,45,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,10.06441,2.309005438,40,9.583333,4.833333,0,1,1
635,40,0,0,12,0,0,SMSA,1,Professional Services,Laborers,1,7.520126,2.017582893,35,9.692307,2.416667,0,1,0
636,42,0,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Sales,,2.717391,0.999672229,40,3.339744,0.1666667,0,0,
641,42,0,0,18,1,0,SMSA,1,Professional Services,Other,1,18.38969,2.911790181,32,12.08974,10.66667,12.08974,1,0
643,40,0,0,15,0,0,SMSA,1,Finance/Ins/Real Estate,Clerical/unskilled,0,12.69726,2.541386222,50,14.01923,2.083333,0,1,1
644,34,1,0,17,1,0,SMSA,0,Professional Services,Professional/technical,,9.647542,2.266703168,35,13.42949,1.166667,13.42949,1,
646,42,1,0,16,1,0,SMSA,0,Business/Repair Svc,Sales,0,15.09662,2.714470878,20,18.76923,15.66667,18.76923,1,1
654,44,1,0,14,0,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,,7.734114,2.045640933,40,11.25,2.333333,0,1,
655,45,0,0,13,0,0,nonSMSA,0,Professional Services,Sales,,13.90636,2.632346289,37,11.3141,0.5,0,1,
656,42,1,0,10,0,0,SMSA,0,Public Administration,Sales,0,5.636071,1.729187192,28,7.326923,2.083333,0,1,1
659,38,1,0,17,1,0,SMSA,0,Professional Services,Professional/technical,1,9.734298,2.275655525,35,10.58333,3.666667,10.58333,1,0
661,44,0,0,18,1,0,SMSA,0,Professional Services,Managers/admin,0,10.17713,2.320143046,35,2.615385,1.083333,2.615385,1,1
664,42,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,0,3.623188,1.287354301,27,6.365385,1.583333,0,1,1
665,40,0,0,8,0,1,SMSA,0,Entertainment/Rec Svc,Professional/technical,0,10.06441,2.309005438,20,14.92308,9.416667,0,1,1
670,44,0,1,16,1,0,SMSA,0,Transport/Comm/Utility,Clerical/unskilled,0,9.677936,2.269848655,40,20.33333,20.33333,20.33333,1,1
671,45,1,0,12,0,1,SMSA,0,Manufacturing,Sales,0,5.233495,1.655079315,40,11.78846,1.666667,0,1,1
681,41,1,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,6.191625,1.823197572,40,11.01282,3.916667,0,0,1
683,45,1,0,17,1,0,SMSA,0,Manufacturing,Managers/admin,0,12.77777,2.547706942,40,10.55128,6.583333,10.55128,1,1
684,37,0,0,12,0,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,11.6103,2.451892635,40,11.71154,3.166667,0,1,1
688,38,0,0,9,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,0,4.355878,1.471526197,37,6.538462,2.25,0,1,1
689,36,1,0,15,1,1,SMSA,0,Professional Services,Other,0,6.425121,1.860215463,40,7.544872,0.75,7.544872,1,1
690,39,1,0,15,0,0,SMSA,0,Professional Services,Professional/technical,1,7.455712,2.00898045,38,12.40385,4.75,0,1,0
691,45,1,0,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,0,16.29629,2.790937475,38,14.76923,13.08333,0,1,1
692,45,1,0,12,0,0,SMSA,0,Business/Repair Svc,Laborers,0,5.032206,1.615858457,16,8.410256,3.833333,0,1,1
693,41,1,0,12,0,0,SMSA,0,Public Administration,Sales,,4.421789,1.486544365,40,7.685897,2.333333,0,1,
694,43,0,0,14,0,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,,40.19808,3.693819233,40,11.72436,0.6666667,0,1,
696,43,1,0,14,0,0,SMSA,0,Professional Services,Sales,1,5.676328,1.736304545,35,11.72436,6.416667,0,1,0
697,41,1,0,14,0,0,SMSA,0,Professional Services,Laborers,1,9.057972,2.203645254,40,15.48077,1.333333,0,1,0
699,43,0,0,16,1,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,8.05153,2.085862135,50,11.34615,1.166667,11.34615,1,1
714,36,1,0,18,1,0,SMSA,1,Wholesale/Retail Trade,Professional/technical,0,15.86956,2.764402809,40,9.788462,2,9.788462,1,1
716,39,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,16.64251,2.811960265,40,19.1859,12.83333,0,1,1
718,38,0,0,10,0,0,SMSA,0,Manufacturing,Operatives,1,3.762542,1.325094793,40,1.474359,0.5,0,0,0
719,39,0,0,11,0,0,SMSA,0,Transport/Comm/Utility,Operatives,0,5.685618,1.737939828,30,2.942308,2.083333,0,0,1
722,36,1,0,12,0,1,SMSA,0,Manufacturing,Professional/technical,0,3.344482,1.207311824,40,7.025642,0.1666667,0,1,1
724,35,1,0,13,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,7.487919,2.013290922,43,14.00641,9.916667,0,1,1
727,37,0,1,12,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,10.18518,2.320933723,50,18.87179,1.333333,0,1,1
730,44,1,0,12,0,0,SMSA,0,Transport/Comm/Utility,Craftsmen,1,6.70692,1.903139829,60,14.20513,5.333333,0,1,0
731,42,1,0,12,0,1,nonSMSA,0,Public Administration,Laborers,,2.232711,0.803216542,16,17.5,7.083333,0,1,
732,40,0,1,16,1,0,SMSA,0,Wholesale/Retail Trade,Laborers,1,4.315618,1.462240536,28,16.59615,6,16.59615,1,0
737,41,1,0,17,1,0,SMSA,0,Professional Services,Other,0,9.999998,2.302584893,30,13.00641,6.75,13.00641,1,1
745,38,1,0,12,0,0,nonSMSA,0,Professional Services,Managers/admin,0,13.26892,2.585424458,35,14.19231,1.416667,0,1,1
748,39,1,0,12,0,1,SMSA,1,Transport/Comm/Utility,Sales,1,9.33172,2.233419349,37,19.59615,6.5,0,1,0
749,35,1,0,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,1,11.98873,2.483967042,35,17.00641,3.416667,0,1,0
750,35,1,0,12,0,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,5,1.609437912,40,15.19231,4.5,0,1,1
754,36,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,3.220612,1.169571404,35,5.115385,1.916667,0,1,1
757,42,0,1,18,1,0,SMSA,0,Professional Services,Other,1,18.23671,2.903436596,45,18.73077,18.58333,18.73077,1,0
761,41,1,0,13,0,0,SMSA,0,Public Administration,Sales,1,13.26892,2.585424458,35,18.71795,18.66667,0,0,0
762,41,0,0,13,0,0,SMSA,0,Finance/Ins/Real Estate,Managers/admin,0,11.65056,2.455354248,38,17.55128,17.5,0,0,1
763,36,0,0,15,0,0,SMSA,0,Professional Services,Professional/technical,1,8.848629,2.180262532,35,8.596154,7.916667,0,0,0
764,44,1,0,11,0,0,SMSA,0,Professional Services,Professional/technical,0,8.148145,2.097790294,38,15.3782,7,0,0,1
768,37,1,0,12,0,0,SMSA,1,Wholesale/Retail Trade,Sales,0,5.233495,1.655079315,37,12.98718,5.416667,0,0,1
769,41,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,0,20.12883,3.002153116,10,13.26923,0,0,1,1
770,40,1,0,18,1,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,4.790658,1.566667772,21,18.83333,18.83333,18.83333,1,1
771,38,1,0,18,1,0,SMSA,0,Professional Services,Other,0,10.45088,2.346686185,40,14.30128,10.83333,14.30128,1,1
773,37,0,0,16,1,1,SMSA,0,Manufacturing,Professional/technical,0,9.911431,2.293688738,40,13.74359,5.916667,13.74359,1,1
779,42,0,1,18,1,0,SMSA,0,Professional Services,Professional/technical,1,10.06441,2.309005438,40,13.59615,4.833333,13.59615,1,0
781,36,0,1,16,1,0,SMSA,1,Manufacturing,Managers/admin,0,22.36715,3.107593365,45,14.15385,1.333333,14.15385,1,1
784,44,1,0,16,1,1,SMSA,1,Professional Services,Other,1,10.06441,2.309005438,40,15.07692,10.5,15.07692,1,0
785,45,0,0,18,1,1,SMSA,0,Professional Services,Professional/technical,0,8.518515,2.14224203,40,12.87179,2.833333,12.87179,1,1
790,38,1,0,14,0,0,SMSA,1,Professional Services,Professional/technical,,8.779264,2.172392577,40,13.78846,1.916667,0,1,
792,36,1,0,10,0,0,SMSA,0,Manufacturing,Operatives,0,9.847019,2.28716877,40,9.057693,4,0,1,1
793,39,1,0,13,0,0,SMSA,1,Business/Repair Svc,Sales,,4.180602,1.430455255,40,8.75,0.25,0,1,
795,44,1,0,10,0,0,SMSA,0,Transport/Comm/Utility,Sales,0,11.6103,2.451892635,40,15.32692,10.16667,0,0,1
796,38,0,0,12,0,0,SMSA,0,Finance/Ins/Real Estate,Sales,,4.389632,1.479245397,35,9.448719,1.75,0,1,
798,38,0,0,11,0,0,SMSA,1,Public Administration,Service,1,9.565216,2.258133185,40,8.532051,3.5,0,1,0
800,37,1,0,12,0,1,nonSMSA,0,Public Administration,Sales,1,11.28824,2.423761476,35,19.35897,7.833333,0,0,0
802,38,1,0,12,0,0,nonSMSA,0,Business/Repair Svc,Sales,0,5.982284,1.788802435,35,11.16026,3.5,0,1,1
808,39,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,,0,7.946856,2.072776379,38,12.94231,7,0,1,1
809,40,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Sales,1,6.561992,1.881294215,20,11.04487,5,0,1,0
810,40,0,0,12,0,0,SMSA,0,Transport/Comm/Utility,Sales,1,10.06441,2.309005438,40,21.96795,21.91667,0,1,0
813,34,0,1,14,0,0,SMSA,0,Transport/Comm/Utility,Professional/technical,0,15.48309,2.739748461,40,14.58333,14.58333,0,1,1
816,36,0,1,16,1,0,SMSA,0,Professional Services,Managers/admin,,6.857069,1.925280091,35,8.282052,1.416667,8.282052,0,
817,43,1,0,11,0,0,SMSA,0,Professional Services,Sales,0,4.227053,1.44150506,35,5.25,0.5,0,0,1
823,35,0,0,12,0,0,SMSA,1,Professional Services,Professional/technical,0,6.038648,1.798180146,40,13.33333,13.33333,0,1,1
824,44,1,0,10,0,0,nonSMSA,0,Manufacturing,Operatives,0,6.441224,1.862718584,40,14.08333,14.08333,0,1,1
825,43,1,0,18,1,0,SMSA,0,Professional Services,Other,1,13.76006,2.621770193,45,18.75,18.75,18.75,1,0
826,40,1,0,12,0,0,SMSA,0,Business/Repair Svc,Professional/technical,0,10.45088,2.346686185,40,14.48077,11.41667,0,1,1
827,39,0,0,14,0,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,0,15.48309,2.739748461,45,18.01923,1.333333,0,1,1
830,40,1,0,11,0,0,SMSA,1,Finance/Ins/Real Estate,Sales,,6.563544,1.881530701,37,14.21795,2.166667,0,1,
831,43,0,0,12,0,0,SMSA,1,Transport/Comm/Utility,Operatives,,5.016723,1.612776932,75,14.55769,0.5,0,1,
834,43,1,0,12,0,1,SMSA,0,,Managers/admin,0,6.191625,1.823197572,50,19.60256,3.75,0,1,1
836,39,1,0,12,0,1,nonSMSA,0,Public Administration,Sales,0,6.207728,1.825794967,40,13.62179,11.75,0,1,1
837,35,1,0,12,0,1,nonSMSA,0,Professional Services,Sales,0,3.4219,1.230195952,40,8.326922,0.4166667,0,1,1
839,39,1,0,12,0,0,SMSA,0,Public Administration,Sales,1,10.06441,2.309005438,40,19.75,19.75,0,1,0
842,40,0,0,12,0,0,SMSA,0,Public Administration,Sales,0,12.77777,2.547706942,40,19.28205,6.083333,0,1,1
843,41,0,0,12,0,1,SMSA,1,Construction,Sales,,6.688963,1.900458855,40,11.63461,1.833333,0,1,
845,44,0,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,0,5.233495,1.655079315,20,12.44231,1.416667,0,1,1
846,39,1,0,7,0,0,SMSA,0,Wholesale/Retail Trade,Sales,0,3.260869,1.181993724,40,5.826923,2.083333,0,1,1
851,40,0,1,12,0,0,SMSA,0,Personal Services,Laborers,0,2.769725,1.018748037,32,17.22436,11.41667,0,1,1
855,35,1,0,12,0,0,SMSA,1,Wholesale/Retail Trade,Craftsmen,0,7.624793,2.031405175,40,16.34615,9.25,0,1,1
856,38,0,1,12,0,1,SMSA,1,Transport/Comm/Utility,Sales,1,39.23074,3.669460623,40,15.67308,0.0833333,0,0,0
857,36,0,1,12,0,0,SMSA,1,Personal Services,Laborers,0,5.636071,1.729187192,50,18.14744,18.08333,0,0,1
859,36,1,0,12,0,0,SMSA,0,Business/Repair Svc,Sales,0,5.233495,1.655079315,15,8.801282,0.1666667,0,1,1
860,39,1,0,14,0,0,SMSA,0,Professional Services,Professional/technical,0,10.86151,2.385225347,40,18.33974,13.41667,0,1,1
867,44,0,0,16,1,0,SMSA,1,Professional Services,Other,1,13.85668,2.628767427,38,21.83333,21.83333,21.83333,1,0
868,40,1,0,8,0,0,nonSMSA,0,Personal Services,Transport,0,4.830918,1.575036512,15,8.942307,1.333333,0,1,1
870,45,1,0,10,0,0,nonSMSA,0,Professional Services,Operatives,1,4.64573,1.535948518,15,6.358974,2.75,0,1,0
872,39,0,0,16,1,0,SMSA,0,Professional Services,Laborers,,7.60109,2.028291658,55,15.94231,2.583333,15.94231,1,
874,41,1,0,12,0,1,SMSA,1,Transport/Comm/Utility,Sales,1,4.68599,1.544577206,40,6.49359,2.916667,0,1,0
877,37,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,0,5.515297,1.707525504,44,9.269231,1.166667,0,1,1
878,39,1,0,14,0,0,nonSMSA,0,Professional Services,Sales,0,6.602252,1.887410803,20,15.84615,4,0,1,1
880,36,1,0,12,0,0,nonSMSA,0,Professional Services,Professional/technical,0,9.967792,2.299359095,24,13.58974,9.666667,0,1,1
881,41,1,0,17,1,0,SMSA,0,Public Administration,Professional/technical,1,10.61996,2.362735249,35,7.948718,7.916667,7.948718,1,0
882,36,0,0,12,0,1,SMSA,0,Manufacturing,Sales,0,7.045088,1.952330636,40,14.25641,4.333333,0,1,1
884,41,1,0,12,0,0,SMSA,0,Public Administration,Sales,0,6.964568,1.940835581,40,11.28846,3.166667,0,1,1
888,37,1,0,13,0,0,nonSMSA,0,Manufacturing,Operatives,0,3.220612,1.169571404,40,5.153846,0.5,0,1,1
889,43,0,0,12,0,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,3.218058,1.168778072,25,7.019231,0.0833333,0,1,1
891,38,1,0,12,0,0,SMSA,0,Professional Services,Sales,0,5.466986,1.698727459,40,13.87821,3,0,1,1
895,38,1,0,10,0,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,2.938808,1.078004057,30,10.28846,1.833333,0,1,1
898,39,1,0,16,1,0,SMSA,0,Professional Services,Other,0,8.260865,2.111529304,48,16.33333,16.33333,16.33333,1,1
899,40,1,0,12,0,1,nonSMSA,0,Professional Services,Laborers,0,3.357486,1.21119248,24,10.73077,1.583333,0,1,1
900,37,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,5.225752,1.653598711,40,9.660256,0.25,0,1,
901,35,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,1,2.697261,0.992236814,48,7.282052,2.166667,0,1,0
902,38,1,0,13,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,2.987117,1.094308708,24,4.846154,0.3333333,0,1,1
904,37,0,0,12,0,0,nonSMSA,0,Finance/Ins/Real Estate,Sales,0,3.574878,1.27393105,45,6.307693,4.333333,0,1,1
907,40,0,1,18,1,0,SMSA,0,Professional Services,Other,1,16.36875,2.795374029,35,17.83333,17.83333,17.83333,1,0
908,36,1,0,16,1,0,SMSA,0,Finance/Ins/Real Estate,Sales,0,13.26892,2.585424458,35,14.16667,7.75,14.16667,1,1
909,35,1,0,16,1,0,nonSMSA,0,Professional Services,Professional/technical,,5.763689,1.751577721,16,3.826923,0.25,3.826923,1,
910,35,0,1,18,1,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,30.96618,3.432895641,50,9.826923,1.75,9.826923,1,1
911,42,0,0,12,0,0,nonSMSA,0,Professional Services,Laborers,0,5.096617,1.628576986,35,10.55128,3.916667,0,1,1
916,41,1,0,18,1,0,SMSA,0,Professional Services,Professional/technical,0,16.17552,2.783498988,45,15.12821,4.666667,15.12821,1,1
920,35,0,0,16,1,0,SMSA,1,Finance/Ins/Real Estate,Managers/admin,0,9.621575,2.264007973,40,10.52564,3,10.52564,1,1
925,39,1,0,12,0,0,nonSMSA,0,Manufacturing,Operatives,1,3.301126,1.194263622,35,11.19231,1.333333,0,1,0
929,44,1,0,18,1,0,SMSA,1,Professional Services,Other,1,11.6103,2.451892635,40,17.45513,15.83333,17.45513,1,0
932,42,1,0,12,0,0,SMSA,1,Professional Services,Sales,1,6.36876,1.851404788,35,18.07051,11.91667,0,1,0
933,40,1,0,13,0,0,nonSMSA,0,Professional Services,Sales,0,7.761675,2.049198161,20,20.08333,8.75,0,1,1
934,41,0,0,18,1,0,SMSA,1,Manufacturing,Sales,0,11.27214,2.422334195,35,15.08974,11.91667,15.08974,1,1
935,37,0,1,13,0,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,0,5.805152,1.758745799,40,15.85897,10.58333,0,1,1
938,43,0,0,16,1,1,SMSA,1,Professional Services,Managers/admin,0,13.00322,2.565197019,50,14.46795,3.25,14.46795,1,1
940,44,1,0,11,0,0,nonSMSA,0,Manufacturing,Operatives,1,6.634459,1.892277127,35,20.34615,20.33333,0,1,0
942,45,1,0,12,0,0,SMSA,0,Wholesale/Retail Trade,Laborers,0,4.025765,1.392714955,20,15.92308,14.91667,0,1,1
943,45,1,0,12,0,1,nonSMSA,0,Public Administration,Household workers,,6.167471,1.819288867,32,9.615385,2.583333,0,1,
947,41,1,0,17,1,1,SMSA,0,Professional Services,Other,,9.111565,2.209544486,60,16.96795,15.75,16.96795,1,
948,40,1,0,14,0,1,SMSA,0,Personal Services,Professional/technical,,7.878824,2.064178654,40,13.28846,3.583333,0,1,
949,41,1,0,13,0,0,nonSMSA,0,Professional Services,Laborers,0,4.146536,1.422273287,40,5.442307,3.833333,0,1,1
950,39,1,0,9,0,0,nonSMSA,0,Manufacturing,Operatives,1,6.441224,1.862718584,40,15.28205,10.66667,0,1,0
951,40,1,0,11,0,1,nonSMSA,0,Professional Services,Sales,1,5.032206,1.615858457,40,8.75,2.833333,0,1,0
953,40,0,0,12,0,0,SMSA,0,Manufacturing,Sales,0,6.191625,1.823197572,50,12.92308,1.5,0,1,1
955,37,1,0,12,0,0,SMSA,0,Professional Services,Sales,1,5.265698,1.66121371,40,4.403846,2.666667,0,1,0
956,41,1,0,10,0,0,nonSMSA,0,Public Administration,Craftsmen,1,7.004828,1.946599626,20,5.596154,0.75,0,1,0
957,39,1,0,12,0,0,nonSMSA,0,Professional Services,Sales,0,3.357486,1.21119248,12,12.32692,1.75,0,1,1
958,36,1,0,12,0,0,nonSMSA,0,Public Administration,Sales,0,3.623188,1.287354301,15,14.84615,0.75,0,1,1
960,40,1,0,14,0,0,nonSMSA,0,Transport/Comm/Utility,Sales,1,10.01791,2.304374491,38,15.03846,0.4166667,0,1,0
961,40,1,0,13,0,0,nonSMSA,0,Public Administration,Professional/technical,,7.045088,1.952330636,40,15.76923,,0,1,
964,37,1,0,13,0,0,nonSMSA,0,Professional Services,Professional/technical,0,9.138485,2.212494617,40,15.03846,10,0,1,1
965,44,1,0,13,0,0,nonSMSA,0,Manufacturing,Sales,0,6.884055,1.929207868,45,15.42949,13.5,0,1,1
966,39,1,0,7,0,0,nonSMSA,0,Manufacturing,Operatives,,3.046594,1.114024245,40,5.980769,0.1666667,0,1,
968,39,0,0,12,0,0,nonSMSA,0,Manufacturing,Clerical/unskilled,0,7.246377,1.98050162,50,18.13461,11.91667,0,1,1
969,42,1,0,12,0,1,SMSA,0,Professional Services,Professional/technical,0,10.45088,2.346686185,40,13.84615,1.916667,0,1,1
972,35,0,1,13,1,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,30.96741,3.432935361,50,12.51923,6.083333,12.51923,1,
975,39,1,0,17,1,0,nonSMSA,0,Professional Services,Other,1,11.6103,2.451892635,40,15.83333,15.83333,15.83333,1,0
977,44,1,0,18,1,0,nonSMSA,0,Wholesale/Retail Trade,Laborers,0,11.50563,2.442836481,35,10.35897,0,10.35897,1,1
978,44,1,0,10,0,0,nonSMSA,0,Professional Services,Laborers,1,5.032206,1.615858457,40,9.153846,7.583333,0,1,0
979,37,1,0,16,1,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,0,3.099838,1.131349852,20,11.69872,1.75,11.69872,1,1
980,36,1,0,14,0,0,SMSA,0,Professional Services,Professional/technical,0,9.661837,2.268183796,30,12.55769,6.5,0,1,1
981,44,0,0,12,0,0,nonSMSA,0,Professional Services,Laborers,,4.765884,1.561483039,23,12.39103,2.666667,0,1,
983,42,0,1,18,1,0,nonSMSA,0,Professional Services,Other,0,1.859903,0.620524336,50,17.63461,3.75,17.63461,1,1
984,39,0,0,13,0,0,nonSMSA,0,Professional Services,Sales,0,5.233495,1.655079315,37,15.07692,3.916667,0,1,1
987,37,1,0,12,0,1,nonSMSA,0,Wholesale/Retail Trade,Service,0,8.655396,2.158182941,40,10.79487,9.083333,0,1,1
